\AidData TUFF Project ID;Recommended For Aggregates;Umbrella;Financier Country;Recipient;Recipient Region;Commitment Year;Title;Status;Intent;Flow Type;Concessional;Flow Class;Sector Code;Sector Name;Funding Agencies;Funding Agencies Type;Amount (Original Currency);Original Currency;Amount (Constant USD2017);Amount (Nominal)
85368;Yes;No;China (People's Republic of);Paraguay;America;2015;[China Co-Financing Fund] IDB administers 10 million USD loan from CHC for Banco Continental SME Internationalization Financing Partnership;Implementation;Development;Loan;Vague;Vague (Official Finance);250;BUSINESS AND OTHER SERVICES;People's Bank of China (PBC);Government Agency;10000000;USD;9831522.121;10000000
56099;Yes;No;China (People's Republic of);Peru;America;2015;$125 million from CDB for the general corporate purposes for the Toromocho Project;Completion;Commercial;Loan;Vague;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;China Development Bank (CDB);State-owned Policy Bank;125000000;USD;122894026.5;125000000
56102;Yes;No;China (People's Republic of);Peru;America;2015;100.000 anti-cold weather garments and materials worth 20 million RMB granted in 2015 to Peru (linked to #36419 and #62357);Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;China Ministry of Commerce;Government Agency;20000000;CNY;3128388.557;3181998.187
49257;Yes;No;China (People's Republic of);Philippines;Asia;2015;Chinese government donates 2.000 books to Philippines National Library ;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
49327;Yes;No;China (People's Republic of);Philippines;Asia;2015;China donated 800.000 PHP worth of rescue equipment to the Philippines (linked with #49328 and #49329);Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;800000;PHP;17280.02639;17576.14556
49329;Yes;No;China (People's Republic of);Philippines;Asia;2015;China donated over 500 prefabricated houses to typhoon-damaged Philippines (linked with #49327 and #49328);Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;;;;
42955;Yes;No;China (People's Republic of);Romania;Europe;2015;Hanban funds the establishment of a Confucius classroom in the county of Argeș;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
42957;Yes;No;China (People's Republic of);Romania;Europe;2015;Hanban funds the establishment of a Confucius classroom in the city of Hunedoara;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
52773;Yes;No;China (People's Republic of);Romania;Europe;2015;Chinese Embassy in Romania Donates 85.350 Romanina Leu for Burn Laser-Therapy Treatment;Completion;Development;Grant;Yes;OOF-like;720;EMERGENCY RESPONSE;Chinese Embassy;Government Agency;85350;RON;20959.30168;21318.47075
66493;Yes;No;China (People's Republic of);Romania;Europe;2015;China Development Bank provides a €43 million EUR loan to Mireasa Energies SRL for 50MW Mireasa 1 Wind Park Project;Completion;Development;Loan;Vague;OOF-like;230;ENERGY;China Development Bank (CDB);State-owned Policy Bank;43000000;EUR;46886400.65;47689869.45
52635;Yes;No;China (People's Republic of);Russia;Europe;2015;CCB, Bank of China, and Agriculture Bank of China provide $1.5 billion syndicated loan to Gazprom;Implementation;Commercial;Loan;No;OOF-like;230;ENERGY;Agricultural Bank of China|Bank of China (BOC)|China Construction Bank Corporation (CCB);State-owned Commercial Bank|State-owned Commercial Bank|State-owned Commercial Bank;1500000000;USD;1474728318;1500000000
66590;Yes;No;China (People's Republic of);Russia;Europe;2015;China Eximbank provides RMB 3.9 billion line of credit for Electrolytic Manganese Production Plant Project;Pipeline: Commitment;Commercial;Loan;Vague;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;Export-Import Bank of China;State-owned Policy Bank;3900000000;CNY;610035768.6;620489646.5
66825;Yes;No;China (People's Republic of);Russia;Europe;2015;CDB signs RMB 12 billion credit facility to VTB;Pipeline: Commitment;Commercial;Loan;Vague;OOF-like;240;BANKING AND FINANCIAL SERVICES;China Development Bank (CDB);State-owned Policy Bank;12000000000;CNY;1877033134;1909198912
66841;Yes;No;China (People's Republic of);Russia;Europe;2015;CDB signs loan facility to Mobile Telesystems for the purchase of Huawei equipment and services (USD Tranche) (linked to #66842);Pipeline: Commitment;Mixed;Loan;No;OOF-like;220;COMMUNICATIONS;China Development Bank (CDB);State-owned Policy Bank;100000000;USD;98315221.21;100000000
66842;Yes;No;China (People's Republic of);Russia;Europe;2015;CDB signs loan facility to Mobile Telesystems for the purchase of Huawei equipment and services (RMB Tranche) (linked to #66841);Pipeline: Commitment;Mixed;Loan;No;OOF-like;220;COMMUNICATIONS;China Development Bank (CDB);State-owned Policy Bank;620000000;CNY;96980045.26;98641943.81
66846;Yes;No;China (People's Republic of);Russia;Europe;2015;CDB and BoC club loan $350 million credit facility to Sistema ;Pipeline: Commitment;Commercial;Loan;Vague;OOF-like;250;BUSINESS AND OTHER SERVICES;Bank of China (BOC)|China Development Bank (CDB);State-owned Commercial Bank|State-owned Policy Bank;350000000;USD;344103274.2;350000000
66862;Yes;No;China (People's Republic of);Russia;Europe;2015;CDB provides RMB 700 million vendor financing loan to VimpelCom to facilitate acquisition of Huawei equipment;Implementation;Mixed;Supplier's Credit/Export Seller's Credit;No;OOF-like;220;COMMUNICATIONS;China Development Bank (CDB);State-owned Policy Bank;700000000;CNY;109493599.5;111369936.6
66975;Yes;No;China (People's Republic of);Russia;Europe;2015;China Development Bank provides $300 million buyer's credit loan facility to MegaFon for purchase of Huawei equipment (linked with #66976);Pipeline: Commitment;Commercial;Export Buyer's Credit;Vague;OOF-like;220;COMMUNICATIONS;China Development Bank (CDB);State-owned Policy Bank;300000000;USD;294945663.6;300000000
66976;Yes;No;China (People's Republic of);Russia;Europe;2015;CDB signs $300 million loan facility with MegaFon for general debt refinancing (linked with project #66975);Pipeline: Commitment;Commercial;Debt rescheduling;Vague;OOF-like;600;ACTION RELATING TO DEBT;China Development Bank (CDB);State-owned Policy Bank;;;;
67040;Yes;No;China (People's Republic of);Russia;Europe;2015;Silk Road Fund provides EUR 730 million loan for Yamal Liquefied Natural Gas (LNG) Project;Implementation;Commercial;Loan;Vague;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;Silk Road Fund;State-owned Fund;730000000;EUR;795978429.6;809618713.9
67093;Yes;No;China (People's Republic of);Russia;Europe;2015;BoC, ICBC, CCB participate in $655 million syndicated pre-export finance facility to Uralkali for general corporate purposes;Pipeline: Commitment;Commercial;Loan;No;OOF-like;250;BUSINESS AND OTHER SERVICES;Bank of China (BOC)|China Construction Bank Corporation (CCB)|Industrial and Commercial Bank of China (ICBC);State-owned Commercial Bank|State-owned Commercial Bank|State-owned Commercial Bank;232500000;USD;228582889.3;232500000
67174;Yes;No;China (People's Republic of);Russia;Europe;2015;Chinese Government funds establishment of Chinese Language and Sinology Center at the Moscow State Pedagogical University;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
85164;Yes;No;China (People's Republic of);Russia;Europe;2015;China Eximbank provides RMB 400 million loan for Amur River Rail Bridge Project (Linked to Project ID#85166);Implementation;Development;Loan;Vague;OOF-like;210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;400000000;CNY;62567771.14;63639963.75
85166;Yes;No;China (People's Republic of);Russia;Europe;2015;Bank of China provides RMB 932.12 million loan for Amur River Rail Bridge Project (Linked to Project ID#85164);Implementation;Development;Loan;Vague;OOF-like;210;TRANSPORT AND STORAGE;Bank of China (BOC);State-owned Commercial Bank;932120000;CNY;145801677.1;148300207.5
37428;Yes;No;China (People's Republic of);Rwanda;Africa;2015;Chinese Embassy in Rwanda donates books, DVDs and projects to Rwandan middle school and university;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Chinese Embassy;Government Agency;;;;
53270;Yes;No;China (People's Republic of);Rwanda;Africa;2015;China offers hydropower technological training seminar to 25 Rwandan professionals  (Linked to Project #53268);Completion;Development;Scholarships/training in the donor country;Yes;ODA-like;230;ENERGY;Unspecified Chinese Government Institution;Government Agency;;;;
53368;Yes;No;China (People's Republic of);Rwanda;Africa;2015;17th Chinese medical team sent to Rwanda;Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
71387;Yes;No;China (People's Republic of);Saint Lucia;America;2015;Chinese Ministry of Education provides two scholarships to St. Lucian students via the OAS-Government of the People’s Republic of China Scholarship in 2015 (Linked to Project ID#71368, #71364, and #73210);Completion;Development;Scholarships/training in the donor country;Yes;ODA-like;110;EDUCATION;China Ministry of Education;Government Agency;;;;
49543;Yes;No;China (People's Republic of);Samoa;Oceania;2015;Huizhou Municipal Government donates sports equipment to Samoa Middle School;Completion;Development;Grant;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;Huizhou Municipal Government;Government Agency;;;;
61581;Yes;No;China (People's Republic of);Samoa;Oceania;2015;Government of Huizhou and Hua Luo Geng Secondary School Grant WST 600.000 for the Guangdong Huizhou Friendship Scholarship Program in Samoa;Completion;Development;Scholarships/training in the donor country;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;600000;WST;231782.7147;235754.6592
61674;Yes;No;China (People's Republic of);Samoa;Oceania;2015;Government of Huizhou and Hua luo Geng Secondary School donated eight sets of electronic teaching devices to Samoa;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Huizhou Municipal Government;Government Agency;;;;
64045;Yes;No;China (People's Republic of);Samoa;Oceania;2015;Chinese embassy donated 25.000 ST$ and new equipment to the Samoa Rugby Union;Completion;Development;Grant;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;Chinese Embassy;Government Agency;25000;WST;9657.613113;9823.1108
64851;Yes;No;China (People's Republic of);Samoa;Oceania;2015;Chinese Government dispatches 14th medical team to Tupua Tamasese Meaole Hospital;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
64857;Yes;No;China (People's Republic of);Samoa;Oceania;2015;China donated medical equipment to the National Health Services of Samoa;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Chinese Embassy;Government Agency;;;;
70017;Yes;No;China (People's Republic of);Samoa;Oceania;2015;China awards scholarships to 23 Samoan students;Implementation;Development;Scholarships/training in the donor country;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
41896;Yes;No;China (People's Republic of);Senegal;Africa;2015;Chinese Government provides CFA 877 million grant for Senegal Agricultural Technical Assistance Project  (Linked to #87585);Implementation;Development;Grant;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;China Ministry of Commerce;Government Agency;877000000;XOF;1457814.676;1482796.517
47031;Yes;No;China (People's Republic of);Senegal;Africa;2015;China Eximbank provides $690.7 million preferential buyer’s credit for Thiès-Touba Toll Road Project;Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;690728949;USD;679091694.2;690728949
53179;Yes;No;China (People's Republic of);Senegal;Africa;2015;China Eximbank provides $138.3 million preferential buyer’s credit for 140MW Gouina Hydroelectric Power Plant Project (Linked to Project ID#30404, ID#53100, and ID#56791);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;230;ENERGY;Export-Import Bank of China;State-owned Policy Bank;138300000;USD;135969950.9;138300000
53182;Yes;No;China (People's Republic of);Senegal;Africa;2015;China Eximbank provides $70.6 million loan for Foundiougne Toll Bridge Construction Project;Implementation;Development;Loan;Vague;Vague (Official Finance);210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;70604333;USD;69414806.17;70604333
53282;Yes;No;China (People's Republic of);Senegal;Africa;2015;China Eximbank provides RMB 530 million government concessional loan for Phase 3 of the E-Government Project (Linked to Project ID#58382 and #58409);Completion;Development;Loan;Yes;ODA-like;220;COMMUNICATIONS;Export-Import Bank of China;State-owned Policy Bank;530000000;CNY;82902296.76;84322951.97
58272;Yes;No;China (People's Republic of);Senegal;Africa;2015;China Eximbank provides $400.1 million loan for 55 km Blaise Diagne International Airport (AIBD)-Thiès-Mbour Project;Completion;Development;Loan;Yes;ODA-like;210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;400114521;USD;393373476.4;400114521
73131;Yes;No;China (People's Republic of);Senegal;Africa;2015;Chinese Government provides grant for El Hadji Amadou Barro Ndièguene School Restoration Project;Implementation;Development;Grant;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
73436;Yes;No;China (People's Republic of);Senegal;Africa;2015;Chinese Government donates batch of materials to Grand National Theater (Linked to Project ID#1702);Completion;Development;Grant;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;Unspecified Chinese Government Institution;Government Agency;;;;
73513;Yes;No;China (People's Republic of);Senegal;Africa;2015;16th Chinese medical team dispatched to Pikine National Hospital Center in Senegal;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
52819;Yes;No;China (People's Republic of);Serbia;Europe;2015;China donates US$1.60 million worth of office equipment to Serbia;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;1600000;USD;1573043.539;1600000
66788;Yes;No;China (People's Republic of);Serbia;Europe;2015;China donates children's medical equipment to Serbia's Ministry of Health;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
